AgentID,Interval 1,Interval 2,Interval 3,Interval 4,Interval 5,Interval 6,Interval 7,Interval 8,Interval 9,Interval 10,Interval 11,Interval 12,Interval 13,Interval 14,Interval 15,Interval 16,Interval 17,Interval 18,Interval 19,Interval 20,Interval 21,Interval 22,Interval 23,Interval 24,Interval 25,Interval 26,Interval 27,Interval 28,Interval 29,Interval 30,Interval 31,Interval 32,Interval 33,Interval 34,Interval 35,Interval 36,Interval 37,Interval 38,Interval 39,Interval 40,Interval 41,Interval 42,Interval 43,Interval 44,Interval 45,Interval 46,Interval 47,Interval 48,Interval 49,Interval 50,Interval 51,Interval 52,Interval 53,Interval 54,Interval 55,Interval 56,Interval 57,Interval 58,Interval 59,Interval 60,Interval 61,Interval 62,Interval 63,Interval 64,Interval 65,Interval 66,Interval 67,Interval 68,Interval 69,Interval 70,Interval 71,Interval 72,Interval 73,Interval 74,Interval 75,Interval 76,Interval 77,Interval 78,Interval 79,Interval 80,Interval 81,Interval 82,Interval 83,Interval 84,Interval 85,Interval 86,Interval 87,Interval 88,Interval 89,Interval 90,Interval 91,Interval 92,Interval 93,Interval 94,Interval 95,Interval 96,Interval 97,Interval 98,Interval 99,Interval 100,Interval 101,Interval 102,Interval 103,Interval 104,Interval 105,Interval 106,Interval 107,Interval 108,Interval 109,Interval 110,Interval 111,Interval 112,Interval 113,Interval 114,Interval 115,Interval 116,Interval 117,Interval 118,Interval 119,Interval 120,Interval 121,Interval 122,Interval 123,Interval 124,Interval 125,Interval 126,Interval 127,Interval 128,Interval 129,Interval 130,Interval 131,Interval 132,Interval 133,Interval 134,Interval 135,Interval 136,Interval 137,Interval 138,Interval 139,Interval 140,Interval 141,Interval 142,Interval 143,Interval 144,Interval 145,Interval 146,Interval 147,Interval 148,Interval 149,Interval 150,Interval 151,Interval 152,Interval 153,Interval 154,Interval 155,Interval 156,Interval 157,Interval 158,Interval 159,Interval 160,Interval 161,Interval 162,Interval 163,Interval 164,Interval 165,Interval 166,Interval 167,Interval 168,Interval 169,Interval 170,Interval 171,Interval 172,Interval 173,Interval 174,Interval 175,Interval 176,Interval 177,Interval 178
142,1.87,2.17,2.17,2.245,2.29,2.32,2.341429,2.3575,2.303333,2.32,2.333636,2.345,2.308461,2.287857,2.28,2.291875,2.284706,2.278333,2.30421,2.3275,2.348571,2.367727,2.372174,2.33875,2.308,2.273846,2.236667,2.234286,2.232069,2.24,2.237742,2.240313,2.247273,2.262648,2.277143,2.290834,2.295676,2.300263,2.296923,2.29375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,2.31,2.46,2.41,2.385,2.37,2.36,2.352857,2.3475,2.343333,2.34,2.337273,2.335,2.333077,2.331429,2.35,2.3475,2.345294,2.343333,2.357368,2.3625,2.374286,2.357727,2.342609,2.32875,2.352,2.361923,2.348889,2.3475,2.335862,2.325,2.305161,2.286563,2.269091,2.252647,2.228571,2.214167,2.20054,2.179737,2.16,2.15625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,2.01,2.31,2.41,2.46,2.49,2.51,2.524286,2.535,2.543333,2.55,2.555454,2.535,2.448462,2.406429,2.38,2.394375,2.371765,2.335,2.317895,2.3025,2.288571,2.275909,2.277391,2.24125,2.244,2.246539,2.248889,2.251071,2.253103,2.245,2.218065,2.192812,2.169091,2.146765,2.138572,2.126667,2.115406,2.104737,2.079231,2.0625,2.046586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,1.71,1.86,1.91,1.935,1.95,1.96,1.967143,1.9725,1.976667,1.98,1.982727,1.985,1.986923,1.988571,1.99,1.99125,1.992353,1.993333,1.994211,1.995,2.01,1.996364,1.983913,1.96,1.938,1.917692,1.91,1.913571,1.916896,1.92,1.922903,1.925625,1.928182,1.930588,1.932857,1.935,1.920811,1.911316,1.906154,1.90875,1.903902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,2.01,2.01,1.91,2.01,2.07,2.11,2.181428,2.235,2.276666,2.31,2.337273,2.36,2.379231,2.395714,2.41,2.385,2.371764,2.368333,2.381052,2.392499,2.402857,2.385,2.355652,2.341249,2.328,2.31,2.321111,2.331428,2.330689,2.33,2.319677,2.31,2.300909,2.301176,2.297142,2.280833,2.273513,2.266578,2.26,2.23125,2.211219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,1.94,2.09,2.14,2.09,2.06,2.04,2.025714,2.0525,2.073334,2.06,2.049091,2.04,2.032308,2.004286,1.96,1.9775,1.992941,2.006667,1.971579,1.9475,1.932857,1.919545,1.907391,1.90875,1.91,1.911154,1.912222,1.913214,1.914138,1.915,1.915806,1.916562,1.917273,1.926765,1.935714,1.944167,1.96027,1.971579,1.978462,1.9775,1.987561,1.993571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,1.87,2.02,2.17,2.17,2.17,2.17,2.17,2.17,2.203333,2.23,2.224545,2.22,2.216154,2.212857,2.21,2.18875,2.17,2.153333,2.154211,2.155,2.155714,2.156363,2.156956,2.145,2.146,2.146923,2.125556,2.095,2.087241,2.08,2.082903,2.085625,2.088182,2.072941,2.067143,2.061667,2.032162,2.012105,2.000769,1.9975,1.990732,1.987857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,2.61,2.61,2.61,2.61,2.64,2.635,2.631429,2.61,2.576667,2.55,2.528182,2.56,2.540769,2.524286,2.51,2.4975,2.468823,2.443333,2.404737,2.385,2.367143,2.337273,2.31,2.2975,2.286,2.275385,2.265556,2.256428,2.247931,2.24,2.232581,2.21625,2.200909,2.204118,2.194286,2.1725,2.168108,2.163948,2.167693,2.163751,2.152683,2.149286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,1.94,1.94,1.94,1.94,1.94,1.94,1.94,1.94,1.94,1.97,2.021818,2.065,2.078462,2.09,2.12,2.10875,2.116471,2.14,2.161053,2.195,2.225714,2.253637,2.279131,2.29,2.288,2.280385,2.267778,2.256071,2.24,2.2,2.172258,2.155625,2.149091,2.142941,2.137143,2.131667,2.126487,2.121579,2.116923,2.1125,2.108293,2.104286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,1.71,1.86,1.81,1.785,1.77,1.76,1.752857,1.7475,1.743333,1.74,1.737273,1.735,1.756154,1.774286,1.79,1.80375,1.815883,1.826667,1.836316,1.845,1.852857,1.832727,1.814348,1.7975,1.77,1.756154,1.743333,1.752857,1.761724,1.77,1.777742,1.785,1.791818,1.798235,1.804286,1.801667,1.782973,1.769211,1.767692,1.76625,1.76122,1.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,1.87,1.945,1.92,1.9075,1.96,1.995,2.02,2.03875,2.053333,2.065,2.074546,2.0825,2.089231,2.095,2.1,2.066875,2.02,1.978334,1.941053,1.9075,1.862857,1.822273,1.804783,1.795,1.798,1.795,1.786667,1.768214,1.751035,1.725,1.72,1.705938,1.692728,1.680294,1.672857,1.661667,1.659189,1.66079,1.666154,1.65625,1.654147,1.645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,2.61,2.46,2.41,2.385,2.4,2.385,2.245714,2.17875,2.16,2.145,2.16,2.1975,2.229231,2.213572,2.2,2.188125,2.16,2.151667,2.16,2.1525,2.145714,2.139545,2.133913,2.12875,2.112,2.108077,2.104444,2.111786,2.097931,2.095,2.092258,2.089687,2.096364,2.093824,2.091429,2.080833,2.078919,2.085,2.090769,2.08875,2.086829,2.085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,2.01,2.16,2.21,2.385,2.49,2.56,2.61,2.5725,2.476667,2.43,2.405455,2.4225,2.436923,2.46,2.47,2.47875,2.477647,2.451667,2.412632,2.3775,2.345715,2.330455,2.303478,2.27875,2.256,2.235,2.215555,2.229643,2.247931,2.25,2.242258,2.235,2.228181,2.212941,2.207142,2.21,2.22081,2.215263,2.202307,2.19,2.170975,2.16,2.149535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,1.87,1.795,1.72,1.7575,1.78,1.795,1.848572,1.88875,1.92,1.945,1.965455,1.9575,1.950769,1.966429,1.96,1.954375,1.949412,1.961667,1.925263,1.9225,1.905714,1.890455,1.902609,1.91375,1.912,1.921923,1.931111,1.950357,1.957931,1.965,1.961936,1.968438,1.974545,1.980294,1.977143,1.974167,1.971351,1.976579,1.973846,1.97125,1.976098,1.973571,1.971163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,2.01,1.71,1.71,1.86,1.95,2.06,2.052857,2.085,2.143333,2.19,2.187273,2.1725,2.16,2.127857,2.12,2.113125,2.107059,2.118333,2.144211,2.1675,2.188571,2.180455,2.179565,2.185,2.178,2.171538,2.154444,2.149286,2.13931,2.115,2.101936,2.094375,2.091818,2.115882,2.121428,2.11,2.107297,2.108684,2.113846,2.11125,2.116098,2.113571,2.111163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,1.71,1.86,1.91,2.01,2.01,2.01,2.01,2.0475,2.076667,2.1,2.119091,2.135,2.148461,2.16,2.17,2.17875,2.186471,2.193333,2.199473,2.205,2.21,2.214545,2.218695,2.2225,2.226,2.229231,2.232222,2.224286,2.201379,2.175,2.16,2.14125,2.137273,2.133529,2.13,2.126667,2.115406,2.104737,2.102308,2.1,2.097805,2.095715,2.093721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,2.01,2.085,2.06,2.1225,2.16,2.185,2.202857,2.21625,2.226666,2.235,2.241818,2.2475,2.252308,2.256429,2.26,2.263125,2.265882,2.268333,2.270526,2.2875,2.302857,2.330455,2.342609,2.34125,2.328001,2.292693,2.26,2.251072,2.242759,2.225,2.218065,2.202188,2.178182,2.146765,2.121429,2.11,2.107298,2.088948,2.079231,2.07,2.046586,2.038572,2.016977,1.996364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,1.94,1.94,2.04,2.09,2.06,2.04,2.025714,2.015,2.006667,2,1.994545,1.99,1.986154,1.982857,1.98,1.9775,1.975294,1.973333,1.971579,1.97,1.968571,1.94,1.933478,1.94625,1.934,1.922692,1.912222,1.9025,1.903793,1.905,1.906129,1.9025,1.903636,1.895882,1.888572,1.873333,1.867027,1.861053,1.855385,1.85,1.852195,1.854286,1.849302,1.844545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,1.64,1.94,2.04,2.09,2.12,2.14,2.154286,2.2025,2.24,2.27,2.294545,2.315,2.332308,2.347143,2.36,2.3525,2.363529,2.356667,2.350526,2.345,2.34,2.335454,2.331304,2.3275,2.324,2.315,2.301111,2.2775,2.255517,2.235,2.215806,2.197813,2.180909,2.173824,2.171429,2.173333,2.183243,2.184737,2.186154,2.1875,2.188781,2.19,2.177209,2.165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,1.94,1.865,1.79,1.7525,1.73,1.715,1.704286,1.69625,1.723333,1.745,1.762727,1.7775,1.79,1.800714,1.79,1.780625,1.772353,1.765,1.758421,1.7525,1.747143,1.755909,1.75087,1.75875,1.766,1.772692,1.778889,1.784643,1.800345,1.815,1.82871,1.832188,1.835455,1.820882,1.802857,1.79,1.777838,1.766316,1.763077,1.76,1.757073,1.754286,1.751628,1.749091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.71,1.694211,1.7025,1.717143,1.730455,1.742609,1.75375,1.752,1.738846,1.726667,1.736786,1.746207,1.775,1.801936,1.827188,1.850909,1.864412,1.881429,1.893334,1.896487,1.895526,1.898462,1.90125,1.900244,1.895714,1.884419,1.887273,1.883333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,2.01,2.01,2.11,2.16,2.13,2.11,2.095714,2.085,2.076667,2.07,2.064546,2.06,2.079231,2.095715,2.11,2.1225,2.133529,2.126667,2.104737,2.0775,2.045715,2.030455,2.036087,2.035,2.034,2.033077,2.021111,2.01,1.999656,1.990001,1.980968,1.972501,1.955455,1.948236,1.941429,1.943334,1.945136,1.946843,1.948462,1.950001,1.951464,1.952858,1.954186,1.952046,1.953334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,2.01,2.16,2.21,2.31,2.31,2.31,2.31,2.31,2.276667,2.28,2.31,2.335,2.286923,2.267143,2.25,2.235,2.221765,2.226666,2.215263,2.22,2.21,2.228182,2.231739,2.235,2.238,2.240769,2.243333,2.245714,2.258276,2.26,2.27129,2.281875,2.282727,2.292353,2.292857,2.31,2.326216,2.337632,2.336923,2.35125,2.364878,2.377857,2.376279,2.371364,2.363333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.31,2.32579,2.34,2.352857,2.364546,2.375217,2.385,2.394,2.396538,2.382222,2.358214,2.335862,2.315,2.295484,2.277188,2.269091,2.270294,2.271429,2.272501,2.265406,2.25079,2.244616,2.231251,2.233171,2.235,2.236745,2.23841,2.226667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,2.01,2.01,1.91,2.01,2.13,2.16,2.181428,2.1975,2.21,2.13,2.132727,2.1725,2.183077,2.181428,2.19,2.17875,2.177647,2.218333,2.223157,2.2275,2.217143,2.207727,2.212174,2.21625,2.22,2.223461,2.226666,2.218928,2.211724,2.215,2.227742,2.235,2.237273,2.257059,2.275714,2.293333,2.309999,2.317894,2.325384,2.317499,2.309999,2.302856,2.303023,2.303181,2.296666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,2.01,1.86,1.81,1.86,1.89,1.86,1.881429,1.8975,1.91,1.92,1.928182,1.935,1.917692,1.924286,1.93,1.91625,1.921765,1.926667,1.946842,1.965,1.981429,1.982727,1.97087,1.9725,1.974,1.975385,1.998889,1.988572,1.999655,2.02,2.019678,2.019375,2.019091,2.027647,2.031429,2.0225,2.022162,2.017895,2.033077,2.0325,2.024634,2.017143,2.01,2.003182,1.996667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,2.61,2.385,2.36,2.2725,2.22,2.185,2.16,2.14125,2.16,2.175,2.187273,2.1975,2.136923,2.117143,2.09,2.085,2.089412,2.101667,2.112632,2.1225,2.131429,2.139545,2.146957,2.15375,2.136,2.131154,2.137778,2.143929,2.144483,2.14,2.126129,2.113125,2.100909,2.089412,2.078572,2.068334,2.058649,2.049474,2.04077,2.032501,2.024635,2.017143,2.01,2.003182,1.996667,1.990435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,1.94,2.165,2.19,2.2775,2.33,2.365,2.39,2.40875,2.423333,2.435,2.444546,2.4525,2.459231,2.465,2.49,2.511875,2.51353,2.498334,2.500527,2.5025,2.504286,2.492273,2.494348,2.49625,2.498,2.476538,2.456667,2.438214,2.431379,2.435,2.438387,2.441563,2.444546,2.447353,2.441429,2.419167,2.398108,2.386053,2.390001,2.378751,2.368049,2.357858,2.341163,2.325228,2.31,2.295435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,2.01,2.01,2.01,2.085,2.13,2.16,2.181429,2.16,2.143333,2.13,2.119091,2.11,2.102308,2.095714,2.09,2.10375,2.115882,2.126667,2.136316,2.145,2.152858,2.146364,2.153479,2.16,2.166,2.154231,2.137778,2.143929,2.139311,2.145001,2.150323,2.155313,2.150909,2.155588,2.151429,2.1475,2.143784,2.140263,2.136923,2.12625,2.123414,2.120714,2.118139,2.108863,2.1,2.091521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,2.01,2.085,2.06,2.1225,2.16,2.235,2.331429,2.40375,2.426667,2.445,2.432727,2.4225,2.390769,2.352857,2.31,2.31,2.301177,2.301667,2.302105,2.2725,2.26,2.248636,2.238261,2.21625,2.196,2.177308,2.16,2.143929,2.139311,2.135,2.140646,2.150625,2.164546,2.151177,2.138572,2.126667,2.115406,2.104737,2.102308,2.0925,2.083171,2.074286,2.072791,2.067955,2.060001,2.052392,2.045107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,2.01,1.86,1.81,1.86,1.89,1.91,1.881429,1.86,1.843333,1.83,1.819091,1.835,1.848462,1.870714,1.88,1.906875,1.921765,1.926667,1.915263,1.9275,1.931429,1.921364,1.925218,1.92875,1.944,1.958077,1.971111,1.983214,1.973793,1.945,1.947097,1.967813,1.996364,2.005589,2.001429,2.001667,2.001892,1.994211,1.979231,1.965,1.955122,1.949286,1.936744,1.931591,1.92,1.908913,1.904681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,2.01,2.01,2.01,2.01,2.01,2.01,2.01,2.0475,2.076667,2.1,2.119091,2.135,2.148461,2.181428,2.21,2.21625,2.221765,2.226667,2.231053,2.235,2.238572,2.228182,2.212174,2.19125,2.172,2.154231,2.137779,2.122501,2.108277,2.105001,2.111614,2.108438,2.096364,2.085001,2.065715,2.047501,2.038379,2.029738,2.021539,2.013751,2.013659,2.020715,2.020466,2.020228,2.020001,2.026305,2.022767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,2.01,2.01,2.11,2.16,2.25,2.26,2.267143,2.235,2.243333,2.25,2.282727,2.31,2.31,2.31,2.29,2.2725,2.274706,2.276667,2.278421,2.25,2.224286,2.200909,2.192609,2.185,2.166,2.16,2.154445,2.149286,2.144483,2.13,2.097097,2.06625,2.055455,2.054118,2.052857,2.051667,2.050541,2.041579,2.033077,2.025,2.017318,2.01,2.003024,1.996364,1.990001,1.983914,1.984469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,2.01,2.01,2.11,2.235,2.31,2.31,2.352857,2.385,2.41,2.4,2.419091,2.435,2.448462,2.438571,2.43,2.4225,2.415882,2.41,2.404737,2.4,2.395714,2.391818,2.388261,2.3725,2.358,2.344615,2.332222,2.320714,2.31,2.3,2.280967,2.267812,2.269091,2.279117,2.288571,2.289166,2.297838,2.282368,2.267692,2.25375,2.240488,2.227857,2.215814,2.211137,2.2,2.208913,2.214256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,2.01,1.935,1.96,1.9725,2.04,2.035,2.031428,1.99125,1.96,1.935,1.914545,1.9225,1.906154,1.892143,1.88,1.850625,1.833529,1.826666,1.820526,1.83,1.838571,1.86,1.86,1.85375,1.848,1.831154,1.815555,1.811786,1.808276,1.805,1.801935,1.799062,1.796364,1.793823,1.8,1.7975,1.795135,1.800789,1.798462,1.80375,1.808781,1.806429,1.804186,1.802046,1.806667,1.811087,1.808936,1.794375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,2.54,2.54,2.54,2.54,2.48,2.49,2.497143,2.5025,2.506667,2.51,2.512727,2.49,2.424616,2.368572,2.32,2.2775,2.24,2.206667,2.192632,2.195,2.211429,2.212728,2.20087,2.1775,2.168,2.182308,2.195556,2.207857,2.208966,2.19,2.172258,2.155625,2.14,2.125294,2.111428,2.098333,2.094054,2.09,2.086154,2.075,2.06439,2.054286,2.044652,2.035455,2.026667,2.018261,2.010213,2.0025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,2.61,2.46,2.51,2.535,2.55,2.56,2.524286,2.535,2.51,2.52,2.500909,2.485,2.471539,2.46,2.47,2.44125,2.442353,2.435,2.428421,2.4225,2.417143,2.412272,2.407826,2.41625,2.424,2.431154,2.437778,2.443929,2.449655,2.445,2.430968,2.408438,2.396364,2.393824,2.378572,2.368334,2.366757,2.369211,2.375385,2.366251,2.350245,2.335001,2.334419,2.333864,2.326667,2.319783,2.313192,2.300626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
